timestamp,open,high,low,close,volume
2026-05-31 18:49:00+00:00,1615.01,1615.59,1603.77,1604.55,870.0
2026-05-31 18:54:00+00:00,1604.55,1620.02,1602.97,1618.97,2089.0
2026-05-31 18:59:00+00:00,1618.97,1623.82,1616.06,1622.24,1690.0
2026-05-31 19:04:00+00:00,1622.24,1628.98,1614.58,1622.9,1782.0
2026-05-31 19:09:00+00:00,1622.9,1636.23,1620.43,1633.43,1904.0
2026-05-31 19:14:00+00:00,1633.43,1634.45,1621.98,1623.54,1797.0
2026-05-31 19:19:00+00:00,1623.54,1642.05,1615.84,1636.02,2198.0
2026-05-31 19:24:00+00:00,1636.02,1636.39,1635.88,1636.35,1276.0
2026-05-31 19:29:00+00:00,1636.35,1637.36,1630.21,1633.76,1947.0
2026-05-31 19:34:00+00:00,1633.76,1637.17,1632.09,1635.19,1198.0
2026-05-31 19:39:00+00:00,1635.19,1637.48,1629.63,1632.77,855.0
2026-05-31 19:44:00+00:00,1632.77,1633.94,1625.05,1626.43,1899.0
2026-05-31 19:49:00+00:00,1626.43,1630.83,1623.55,1625.29,825.0
2026-05-31 19:54:00+00:00,1625.29,1627.19,1614.01,1618.76,1946.0
2026-05-31 19:59:00+00:00,1618.76,1618.95,1609.61,1609.85,1520.0
2026-05-31 20:04:00+00:00,1609.85,1613.06,1605.93,1609.64,1312.0
2026-05-31 20:09:00+00:00,1609.64,1616.91,1604.21,1612.81,1847.0
2026-05-31 20:14:00+00:00,1612.81,1614.02,1604.6,1608.65,1470.0
2026-05-31 20:19:00+00:00,1608.65,1610.77,1608.39,1610.55,2022.0
2026-05-31 20:24:00+00:00,1610.55,1615.81,1600.42,1602.18,1086.0
2026-05-31 20:29:00+00:00,1602.18,1605.61,1597.72,1600.83,1206.0
2026-05-31 20:34:00+00:00,1600.83,1604.85,1589.96,1594.39,1622.0
2026-05-31 20:39:00+00:00,1594.39,1595.16,1583.88,1584.41,1802.0
2026-05-31 20:44:00+00:00,1584.41,1591.93,1577.99,1581.02,1319.0
2026-05-31 20:49:00+00:00,1581.02,1590.48,1579.21,1586.43,1279.0
2026-05-31 20:54:00+00:00,1586.43,1589.53,1573.46,1579.9,786.0
2026-05-31 20:59:00+00:00,1579.9,1584.58,1565.36,1575.38,1430.0
2026-05-31 21:04:00+00:00,1575.38,1581.88,1572.34,1579.63,1200.0
2026-05-31 21:09:00+00:00,1579.63,1580.86,1574.57,1579.7,1864.0
2026-05-31 21:14:00+00:00,1579.7,1598.41,1578.11,1595.15,1810.0
2026-05-31 21:19:00+00:00,1595.15,1595.88,1583.86,1585.51,1129.0
2026-05-31 21:24:00+00:00,1585.51,1588.94,1583.15,1585.2,1962.0
2026-05-31 21:29:00+00:00,1585.2,1586.83,1582.21,1584.94,1136.0
2026-05-31 21:34:00+00:00,1584.94,1592.31,1582.52,1590.41,1624.0
2026-05-31 21:39:00+00:00,1590.41,1597.92,1588.25,1595.97,1982.0
2026-05-31 21:44:00+00:00,1595.97,1601.67,1588.16,1599.87,900.0
2026-05-31 21:49:00+00:00,1599.87,1603.38,1598.76,1602.26,1203.0
2026-05-31 21:54:00+00:00,1602.26,1607.84,1599.69,1605.72,1802.0
2026-05-31 21:59:00+00:00,1605.72,1606.71,1598.33,1598.57,1683.0
2026-05-31 22:04:00+00:00,1598.57,1603.05,1583.46,1586.89,1766.0
2026-05-31 22:09:00+00:00,1586.89,1589.0,1585.61,1588.43,1848.0
2026-05-31 22:14:00+00:00,1588.43,1588.72,1584.4,1585.56,1202.0
2026-05-31 22:19:00+00:00,1585.56,1585.71,1580.35,1580.97,1830.0
2026-05-31 22:24:00+00:00,1580.97,1590.08,1573.53,1587.07,1670.0
2026-05-31 22:29:00+00:00,1587.07,1588.84,1584.68,1585.88,1562.0
2026-05-31 22:34:00+00:00,1585.88,1585.98,1584.81,1584.92,1779.0
2026-05-31 22:39:00+00:00,1584.92,1585.62,1578.49,1579.5,1682.0
2026-05-31 22:44:00+00:00,1579.5,1580.68,1576.18,1577.93,1918.0
2026-05-31 22:49:00+00:00,1577.93,1579.5,1573.74,1575.39,772.0
2026-05-31 22:54:00+00:00,1575.39,1579.66,1573.34,1578.63,2132.0
2026-05-31 22:59:00+00:00,1578.63,1582.99,1573.27,1576.41,926.0
2026-05-31 23:04:00+00:00,1576.41,1582.45,1569.51,1573.78,1205.0
2026-05-31 23:09:00+00:00,1573.78,1581.83,1561.22,1571.63,846.0
2026-05-31 23:14:00+00:00,1571.63,1577.02,1571.1,1576.59,884.0
2026-05-31 23:19:00+00:00,1576.59,1581.8,1573.4,1579.59,1950.0
2026-05-31 23:24:00+00:00,1579.59,1588.36,1578.21,1586.93,1819.0
2026-05-31 23:29:00+00:00,1586.93,1595.8,1584.99,1594.59,2182.0
2026-05-31 23:34:00+00:00,1594.59,1599.28,1591.68,1596.32,1552.0
2026-05-31 23:39:00+00:00,1596.32,1606.21,1590.24,1604.39,879.0
2026-05-31 23:44:00+00:00,1604.39,1609.95,1600.01,1607.8,2057.0
2026-05-31 23:49:00+00:00,1607.8,1609.07,1602.46,1607.08,922.0
2026-05-31 23:54:00+00:00,1607.08,1609.43,1605.73,1608.07,1270.0
2026-05-31 23:59:00+00:00,1608.07,1612.48,1607.73,1612.25,1318.0
2026-06-01 00:04:00+00:00,1612.25,1614.28,1610.75,1613.69,1940.0
2026-06-01 00:09:00+00:00,1613.69,1614.01,1610.78,1610.96,2008.0
2026-06-01 00:14:00+00:00,1610.96,1613.37,1603.04,1607.38,1617.0
2026-06-01 00:19:00+00:00,1607.38,1617.89,1598.05,1611.51,745.0
2026-06-01 00:24:00+00:00,1611.51,1612.9,1604.21,1607.42,1823.0
2026-06-01 00:29:00+00:00,1607.42,1616.49,1605.11,1615.42,780.0
2026-06-01 00:34:00+00:00,1615.42,1640.43,1610.48,1634.66,1763.0
2026-06-01 00:39:00+00:00,1634.66,1638.08,1623.53,1630.93,1914.0
2026-06-01 00:44:00+00:00,1630.93,1634.51,1603.79,1618.22,2021.0
2026-06-01 00:49:00+00:00,1618.22,1640.54,1612.1,1634.81,2154.0
2026-06-01 00:54:00+00:00,1634.81,1635.06,1631.79,1632.25,1961.0
2026-06-01 00:59:00+00:00,1632.25,1640.34,1628.59,1636.22,1409.0
2026-06-01 01:04:00+00:00,1636.22,1639.98,1627.95,1632.8,1810.0
2026-06-01 01:09:00+00:00,1632.8,1637.46,1622.88,1625.35,2121.0
2026-06-01 01:14:00+00:00,1625.35,1627.36,1607.16,1614.01,1662.0
2026-06-01 01:19:00+00:00,1614.01,1615.15,1608.5,1612.99,1350.0
2026-06-01 01:24:00+00:00,1612.99,1618.35,1605.91,1615.64,1097.0
2026-06-01 01:29:00+00:00,1615.64,1617.12,1609.76,1610.38,2119.0
2026-06-01 01:34:00+00:00,1610.38,1610.61,1605.81,1606.6,1300.0
2026-06-01 01:39:00+00:00,1606.6,1609.37,1602.57,1606.61,1410.0
2026-06-01 01:44:00+00:00,1606.61,1609.56,1586.33,1592.69,1374.0
2026-06-01 01:49:00+00:00,1592.69,1597.01,1591.24,1594.82,2138.0
2026-06-01 01:54:00+00:00,1594.82,1599.48,1589.59,1591.71,758.0
